,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0,0.6035724256592306,1.0238001605471132,0.8602487335054111,-0.5022008529604766,-0.8309148320075072,0.33750582129976253,0.7668336085817141,0.9106634103401781,0.20502123701380048,0.2540372876078972,208500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,-0.13970085634114462,0.1043816528638936,-0.4609109453025689,0.4290451715336285,0.21859584490940254,-0.5254820129778359,0.7668336085817141,-0.3473758673026942,0.20502123701380048,-0.2199457204773437,181500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
2,0.6035724256592306,0.9556950859039117,0.8113168935495599,-0.3554034500845585,-0.6654747253013933,0.4839055431861409,0.7668336085817141,-0.3473758673026942,0.20502123701380048,0.5772075203932887,223500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3,0.6035724256592306,-1.9728231237537508,-0.7545019850376755,-0.7315717949540984,-0.5594896569427891,0.35099000621035004,-1.0582038916352154,0.2816437715187419,1.7922081168172668,0.7603373189716772,140000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4,1.3468457076596059,0.9216425485823111,0.7134532136378577,0.16068116940109084,-0.08384935016271182,1.277546140780718,0.7668336085817141,1.5396830491616142,1.7922081168172668,1.8052544049777766,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
5,-0.8829741383415198,0.6832747873311059,0.46879401385860214,-0.6398234181566497,-0.9860149320444889,-0.3328507999694434,-1.0582038916352154,-0.9763955061241304,0.20502123701380048,-0.11222230954887988,143000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6,1.3468457076596059,1.057852697868714,0.9581124134171133,1.4015779655865854,1.3353165651756709,0.3066848272184197,0.7668336085817141,0.2816437715187419,0.20502123701380048,0.7280202956931381,307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7,0.6035724256592306,0.0022240408990914246,-0.6077064651701222,0.0735202114435145,-0.1820794135194669,1.0695044307316541,0.7668336085817141,0.2816437715187419,0.20502123701380048,-0.0906776273631871,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8,0.6035724256592306,-1.4279825266081392,-1.7331387841546977,-0.28200474864659947,-0.4018045552385244,0.4607897976251337,0.7668336085817141,0.9106634103401781,0.20502123701380048,-0.17685635610595818,129900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9,-0.8829741383415198,-1.1555622280353333,-1.7331387841546977,-0.19255008126908693,-0.2596294635379578,-0.881849757043362,-1.0582038916352154,-0.9763955061241304,-1.3821656427896658,-1.5934192098152578,118000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
10,-0.8829741383415198,-0.2701962576737144,-0.9991611848169311,-0.08015831969221218,-0.35527452522742986,-0.9531233058564672,-1.0582038916352154,-0.9763955061241304,-1.3821656427896658,-0.6292946820055063,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
11,2.090118989659981,1.0919052351903147,1.0070442533729644,0.22949245199917742,0.011795711526760249,1.5202614691712926,2.5918711087986437,2.7977223268044864,1.7922081168172668,1.2666373503354573,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
12,-0.8829741383415198,-0.3723538696385166,-1.1459567046844845,-0.3737531254440482,-0.6861547386396575,-1.1996912585072097,-1.0582038916352154,-1.6054151449455665,-1.3821656427896658,-0.8016521394910484,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
13,0.6035724256592306,1.1259577725119154,1.0559760933288154,0.9611857569588313,0.8183162317190652,-0.07857759879836526,0.7668336085817141,0.2816437715187419,1.7922081168172668,1.8267990871634692,279500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
14,-0.13970085634114462,-0.440458944281718,-1.2438203845961866,0.4084017867542025,0.19533082990385528,-0.5428188221485912,-1.0582038916352154,-0.9763955061241304,-1.3821656427896658,-0.8016521394910484,157000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
